block_id,block_plain,nearest_neighbor_1_id,nearest_neighbor_2_id,nearest_neighbor_3_id,nearest_neighbor_4_id,block_latitude,block_longitude,nearest_neighbor_1_plain,nearest_neighbor_2_plain,nearest_neighbor_3_plain,nearest_neighbor_4_plain,pct_voted_2024,nearest_neighbor_1_pct_voted_2024,nearest_neighbor_2_pct_voted_2024,nearest_neighbor_3_pct_voted_2024,nearest_neighbor_4_pct_voted_2024,pct_voted_2022,nearest_neighbor_1_pct_voted_2022,nearest_neighbor_2_pct_voted_2022,nearest_neighbor_3_pct_voted_2022,nearest_neighbor_4_pct_voted_2022,pct_voted_2020,nearest_neighbor_1_pct_voted_2020,nearest_neighbor_2_pct_voted_2020,nearest_neighbor_3_pct_voted_2020,nearest_neighbor_4_pct_voted_2020,pct_voted_current,nearest_neighbor_1_pct_voted_current,nearest_neighbor_2_pct_voted_current,nearest_neighbor_3_pct_voted_current,nearest_neighbor_4_pct_voted_current,pct_voted_3days,nearest_neighbor_1_pct_voted_3days,nearest_neighbor_2_pct_voted_3days,nearest_neighbor_3_pct_voted_3days,nearest_neighbor_4_pct_voted_3days,pct_voted_1week,nearest_neighbor_1_pct_voted_1week,nearest_neighbor_2_pct_voted_1week,nearest_neighbor_3_pct_voted_1week,nearest_neighbor_4_pct_voted_1week,county_fips,county,state
GA125788,1200s Old Athens Hwy.,GA261802,GA274709,GA206643,GA141338,33.821593,-83.687914,600s James Huff Rd.,700s James Huff Rd.,1300s Old Athens Hwy.,800s James Huff Rd.,71,83,77,89,100,48,83,69,56,77,76,83,54,56,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA125911,1900s Brookland Ct.,GA086754,GA308821,GA003001,GA196645,33.827998,-83.706252,1800s Meadow Walk Dr.,1600s Manor Pl.,2000s Meadow Walk Dr.,1700s Meadow Trce.,44,64,44,71,70,25,50,11,65,40,50,59,44,65,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA127631,200s King St.,GA071078,GA312826,GA212822,GA280627,33.657719,-83.714379,300s N Dogwood Ave.,200s Poplar Ave.,300s Poplar Ave.,300s Elm Ave.,73,86,50,33,29,36,71,50,33,14,27,57,38,44,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA128170,400s Sweetgum St.,GA049012,GA043284,GA133411,GA022562,33.655931,-83.712177,300s Holly St.,300s Sweetgum St.,300s Oak Dr.,500s Pine Cir. NE,88,57,48,53,31,69,52,36,47,23,75,52,44,53,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA129323,2900s Alexander Xing.,GA048775,GA218081,GA252461,GA263105,33.82828,-83.899932,2100s Alexander Xing.,3000s Alexander Xing.,3100s Alexander Xing.,3200s Alexander Xing.,80,78,17,29,25,40,78,17,29,0,30,78,67,57,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA130098,700s Eagles Trl.,GA123112,GA020539,GA053744,GA038091,33.787681,-83.691051,600s Baron Dr.,1200s Sporty Ln.,1000s Tall Oaks Ln.,1200s Custom Way,50,40,42,36,54,29,40,25,23,7,36,40,50,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA130458,600s E Marable St.,GA263859,GA063733,GA045531,GA096841,33.809129,-83.709412,600s Maple St.,500s E Marable St.,500s Gatewood Dr.,600s Applewood Dr.,44,56,57,53,53,44,67,50,32,33,48,78,57,53,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA131176,3800s Lake End Dr.,GA015154,GA159936,GA281471,GA019003,33.877801,-83.873553,1600s Long Acre Dr.,1700s Long Acre Dr.,1200s Lake End Ct.,3700s Lake End Dr.,74,68,62,100,72,63,47,52,71,46,53,62,69,86,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA131768,700s Wilhaven Ct.,GA032932,GA071961,GA109706,GA158559,33.834735,-83.874038,900s Edgewater Dr.,600s Ashtonberry Pt.,400s Mallory Cir.,800s Mildred Ln.,82,80,80,88,75,59,59,47,52,55,73,69,60,55,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA134734,1300s Gratis Rd.,GA049666,GA116536,GA003762,GA079966,33.83908,-83.69488,1400s Mountain Creek Church Rd.,1200s Gratis Rd.,1400s Gratis Rd.,1500s Mountain Creek Church Rd.,80,93,47,91,92,50,86,33,64,85,60,79,40,64,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA140399,900s Maple Creek Ct.,GA027834,GA025386,GA010123,GA163923,33.837832,-83.832233,1000s Maple Creek Dr.,3000s Cown Rd.,2000s Primrose Ln.,3100s Cown Rd.,81,90,82,94,88,56,61,65,56,76,75,81,53,69,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA141855,200s Oak Farm Ct.,GA072111,GA146988,GA078449,GA033089,33.858183,-83.917306,300s Brightfield Dr.,3700s Oak Farm Way,100s Oak Farm Ct.,400s Brightfield Dr.,73,79,46,81,88,50,59,38,63,58,64,54,50,70,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA142633,200s Windsong Cir.,GA070624,GA141843,GA060252,GA048665,33.666646,-83.724978,100s Windsong Dr.,200s Windsong Dr.,500s Walton Dr.,400s Windsong Ln.,80,90,60,81,71,44,80,20,50,51,48,80,40,59,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA144463,1900s Mountain Creek Church Rd.,GA253123,GA092643,GA090510,GA025942,33.837954,-83.673964,1000s Jim Daws Rd.,1800s Mountain Creek Church Rd.,1800s Old Athens Hwy.,1100s Jim Daws Rd.,50,56,67,70,67,20,56,67,70,67,20,56,78,90,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA146113,1300s Laboon Rd.,GA266245,GA284772,GA262341,GA182808,33.775641,-83.647072,1500s Peters Cemetary Rd.,1400s Peters Cemetary Rd.,1600s Peters Cemetary Rd.,1400s Laboon Rd.,79,50,42,60,86,71,60,42,80,45,64,50,42,60,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA146558,1700s Thompson Mill Rd.,GA061328,GA011296,GA323175,GA065364,33.793153,-83.825137,1900s Thompson Mill Rd.,1900s Broadnax Mill Rd.,2000s Broadnax Mill Rd.,2900s Youth Monroe Rd.,80,88,94,60,78,75,100,78,60,67,75,100,83,40,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA146562,100s Winston Byrd Ln.,GA311172,GA187888,GA155996,GA146159,33.840391,-83.895814,100s Main St.,100s Church St.,100s Lucy St.,200s Covington St.,21,60,83,20,74,8,60,17,0,63,21,40,50,20,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA147169,500s Arbor Trl.,GA056411,GA073487,GA028864,GA021798,33.820227,-83.868991,600s Arbor Rdg.,400s Arbor Ln.,100s Tara Blvd.,900s Arbor Dr.,69,71,75,77,78,50,57,54,58,58,54,67,79,69,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA147760,3100s Old Zion Cemetery Rd.,GA113372,GA013840,GA156981,GA227641,33.840265,-83.867256,1100s Cottage Dr.,1300s Cottage Dr.,1200s Cottage Dr.,1400s Cottage Dr.,57,92,88,100,80,50,38,62,80,40,43,62,62,100,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA148087,1700s Old Athens Hwy.,GA090510,GA092643,GA228619,GA200158,33.835362,-83.677487,1800s Old Athens Hwy.,1800s Mountain Creek Church Rd.,1600s Old Athens Hwy.,1700s Mountain Creek Church Rd.,60,70,67,38,43,80,70,67,15,29,60,90,78,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA152234,500s Meadows Ln.,GA126280,GA049597,GA162559,GA213084,33.676164,-83.711243,1000s Bateman Dr.,600s Meadows Ln.,1100s N Cherokee Rd.,700s Meadows Ln.,83,46,64,53,50,53,46,39,40,50,63,69,52,60,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA152661,300s Arbor Pl.,GA073487,GA036988,GA147169,GA028864,33.8211,-83.866304,400s Arbor Ln.,3200s Allen Cir.,500s Arbor Trl.,100s Tara Blvd.,73,75,83,69,77,59,54,83,50,58,63,79,83,54,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA154824,"0-100, Azalea Bloom Dr.",GA322469,GA073054,GA082653,GA165944,33.882307,-83.93063,2800s Willow Bottom Way,300s Azalea Bloom Dr.,2700s Oak Grove Rd.,"0-100, Mulberry Bush Dr.",78,80,76,72,79,61,60,57,53,45,69,70,57,69,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA155054,2300s Bethany Church Rd.,GA109858,GA194515,GA226087,GA174807,33.826915,-83.649611,2400s Bethany Church Rd.,2200s George L Pike Sr Pkwy.,3800s Mount Enon Church Rd.,2200s Bethany Church Rd.,36,80,86,100,76,36,50,57,80,60,55,70,57,100,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA156059,200s Walton St.,GA053556,GA131130,GA091902,GA055641,33.834219,-83.900717,200s Tommy Lee Fuller Dr.,100s Tommy Lee Fuller Dr.,900s Village View Cir.,700s Village Ln.,65,80,67,85,86,57,60,33,74,86,52,80,33,80,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA156230,900s Old Mill Pt.,GA006597,GA197034,GA073171,GA242896,33.784629,-83.695962,1000s Wheel House Ln.,800s Store House Ct.,700s Wheel House Ln.,1000s Mill Creek Way,26,23,38,29,12,17,13,24,14,12,17,27,29,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA157727,600s River Cove Ct.,GA009368,GA069261,GA176643,GA195629,33.919285,-83.797011,200s Ivey Dr.,400s Rivermist Ct.,500s Evan Brook Dr.,700s Kendall Ln.,82,76,80,74,100,47,55,40,68,88,88,66,55,74,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA158287,3600s Chestnut Oak Ct.,GA076977,GA012340,GA104364,GA172890,33.757849,-83.916122,3400s Brackenwood Rd.,3200s Amberwood Dr.,2500s Cedar Way,6000s Cedar Lake Trl.,75,63,70,76,83,57,53,39,69,79,57,63,54,72,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA159018,"0-100, Harrow Ct.",GA192327,GA062554,GA258013,GA040637,33.744206,-83.839529,100s Sandy Creek Dr.,600s Overlook Rd.,200s Sandy Creek Dr.,300s Sandy Creek Dr.,71,81,58,75,50,54,67,42,44,30,58,67,54,62,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA159936,1700s Long Acre Dr.,GA100810,GA015154,GA131176,GA168464,33.876353,-83.87399,3800s Okefenokee Rdg.,1600s Long Acre Dr.,3800s Lake End Dr.,3700s Okefenokee Rdg.,62,49,68,74,83,52,33,47,63,60,69,46,62,53,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA160154,200s Reed Way,GA116257,GA113095,GA074212,GA273686,33.79574,-83.732317,1100s Reed Pl.,300s Reed Way,200s Carwood Dr.,100s Carwood Dr.,65,86,56,53,20,52,71,48,36,20,57,86,63,52,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA163653,300s Tanglewood Dr.,GA151329,GA055407,GA320426,GA144852,33.818536,-83.726391,200s Tanglewood Ln.,200s Tanglewood Dr.,100s Elizabeth Dr.,100s Louise Dr.,34,25,22,89,91,25,16,14,67,59,28,19,12,78,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA163937,200s E 5th St.,GA175758,GA189181,GA182590,GA033575,33.784561,-83.705417,900s Radford St.,700s S Madison Ave.,700s Radford St.,100s Norris St.,70,43,43,88,50,50,43,38,62,30,60,43,43,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA165174,400s Overlook Rd.,GA061056,GA073182,GA223224,GA207225,33.746483,-83.836372,500s Overlook Rd.,100s Cowpen St.,300s Overlook Rd.,200s Overlook Rd.,44,56,42,57,62,25,39,25,43,38,44,72,25,50,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA166301,100s Marco Est.,GA254351,GA047669,GA090644,GA122246,33.642823,-83.724914,900s Paige Ct.,400s Colette Ln.,200s Marco Est.,1200s Wildwood Dr.,50,72,75,91,62,50,61,75,61,48,50,67,88,70,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA166579,1500s Long Acre Dr.,GA019003,GA167796,GA221592,GA281471,33.879176,-83.875898,3700s Lake End Dr.,3600s Okefenokee Rdg.,1200s Swamp Rd.,1200s Lake End Ct.,67,72,67,60,100,51,46,39,40,71,57,57,64,60,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA166841,4800s Bur Oak Cir.,GA174800,GA036067,GA034326,GA182578,33.757472,-83.922476,4600s Chestnut Oak St.,4400s Meadowwood Dr.,6100s S Sharon Church Rd.,4000s Cherry Wood Dr.,50,80,71,56,65,25,60,66,36,56,58,80,71,48,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA167048,400s Michael Etchison Rd.,GA161396,GA056619,GA263259,GA080757,33.77502,-83.741548,500s Wellington Dr.,500s Wellington Ln.,"0-100, Michael Etchison Spur",500s Heritage Ridge Dr.,71,100,58,89,75,57,57,34,78,55,57,86,58,78,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA167796,3600s Okefenokee Rdg.,GA166579,GA221592,GA019003,GA168464,33.878632,-83.876769,1500s Long Acre Dr.,1200s Swamp Rd.,3700s Lake End Dr.,3700s Okefenokee Rdg.,67,67,60,72,83,39,51,40,46,60,64,57,60,57,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA168215,4200s Franklin Mill Ln.,GA069461,GA027134,GA090718,GA004596,33.87372,-83.878578,800s Potomac Walk Rd.,900s Potomac Walk Rd.,4100s Potomac Walk Ct.,4200s Potomac Walk Ct.,76,73,54,70,88,37,33,58,50,62,58,67,54,61,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA168664,1100s Springer Ln.,GA114334,GA089725,GA092766,GA180198,33.791348,-83.693329,400s Tall Oaks E,1100s Gliding Ln.,1100s Classic Trl.,400s Brookefall Ct.,36,56,33,44,100,18,31,21,16,88,36,38,21,20,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA169534,200s Jessica Way,GA068467,GA085689,GA122023,GA014545,33.777928,-83.711346,300s Bridgeport Ln.,200s Douglas St.,200s W Fambrough St.,200s Bridgeport Ln.,38,42,57,38,53,15,23,22,25,53,46,38,41,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA169624,400s E Marable St.,GA221357,GA072713,GA025491,GA191636,33.804208,-83.711125,400s Maple Ln.,400s Maple Way,300s E Marable St.,300s Glen Iris Dr.,50,67,32,50,67,31,33,19,12,56,31,44,32,38,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA174800,4600s Chestnut Oak St.,GA166841,GA036067,GA172890,GA076977,33.757833,-83.921135,4800s Bur Oak Cir.,4400s Meadowwood Dr.,6000s Cedar Lake Trl.,3400s Brackenwood Rd.,80,50,71,83,63,60,25,66,79,53,80,58,71,83,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA175439,700s Reese Ct.,GA018465,GA215979,GA036303,GA076267,33.812927,-83.876973,800s Kaitlyn Dr.,600s Georgia Cir.,900s Southfork Dr.,400s Ashley Ln.,65,82,80,74,70,48,55,20,58,40,60,66,80,72,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA178293,100s Evergreen Ct.,GA061878,GA075561,GA005738,GA256011,33.822487,-83.892378,900s Blackberry Trl.,200s Evergreen Way,100s Jacobs Ln.,200s Jacobs Ct.,83,68,75,77,25,61,55,55,51,25,61,61,64,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA179303,700s Lilac Mist Dr.,GA121817,GA034363,GA198580,GA258755,33.852846,-83.898223,600s Baymist Ct.,200s Misty Grove Dr.,3400s Arrow Root Cir.,400s Porchlight Dr.,66,53,76,83,80,34,53,54,67,60,55,53,58,67,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA179455,1000s John W Breedlove Rd.,GA229042,GA280125,GA290861,GA103494,33.848712,-83.653311,2600s Old Athens Hwy.,900s John W Breedlove Rd.,2500s Old Athens Hwy.,1100s John W Breedlove Rd.,86,92,67,100,82,57,83,67,75,76,79,75,78,94,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA181608,3100s Bunk Tillman Rd.,GA032456,GA032193,GA205754,GA259951,33.852951,-83.637744,1400s Palmer Dr.,700s Cattle Barn Rd.,3000s Tommy Dillard Rd.,900s Michael Rd.,62,82,77,53,90,38,60,85,20,50,46,81,62,33,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA182485,500s Walton Rd.,GA111654,GA024473,GA074673,GA197063,33.815479,-83.712934,600s Walton Rd.,700s Cloverdale Dr.,500s Kelton Rd.,500s Meadowbrook Dr.,50,40,68,71,71,30,30,58,53,29,40,20,68,82,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA182578,4000s Cherry Wood Dr.,GA036067,GA166841,GA034326,GA174800,33.755962,-83.925787,4400s Meadowwood Dr.,4800s Bur Oak Cir.,6100s S Sharon Church Rd.,4600s Chestnut Oak St.,65,71,50,56,80,56,66,25,36,60,76,71,58,48,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA184682,2000s Wood Valley Dr.,GA071958,GA134624,GA035272,GA303288,33.830477,-83.826681,4000s Fawn Valley Dr.,1000s Windridge Dr.,2100s Wood Valley Dr.,3000s Wood Valley Ct.,83,61,92,90,78,67,48,78,69,100,83,58,86,76,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA186351,100s Sorrells St.,GA081883,GA098708,GA012700,GA055511,33.803697,-83.715002,"0-100, Rose Ison Ter.",500s Cook St.,100s Cook Pl.,200s Sorrells St.,25,54,24,20,27,25,43,18,17,18,31,46,18,26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA187178,700s Park Lake Ct. NW,GA041336,GA053830,GA074854,GA148566,33.82053,-83.714452,700s Walton Rd.,800s Walton Rd.,800s Park Lake Ct. NW,600s Lakeview Dr.,86,55,76,71,63,76,41,48,55,34,81,53,59,71,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA188138,3000s Highway 138,GA160421,GA036682,GA030581,GA195395,33.76689,-83.80375,1500s Nunnally Way,1400s Nunnally Trce.,1200s Nunnally Dr.,1300s Nunnally Trl.,40,88,70,77,70,30,56,53,63,50,45,56,70,66,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA189282,"0-100, Louise Dr.",GA118304,GA242697,GA290115,GA144852,33.819358,-83.730675,"0-100, Parker Dr.",1000s Bradley Gin Rd.,1300s Highway 11 NW,100s Louise Dr.,67,25,86,17,91,42,25,71,17,59,50,50,86,67,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA192327,100s Sandy Creek Dr.,GA159018,GA242275,GA040637,GA258013,33.744425,-83.840715,"0-100, Harrow Ct.","0-100, Overlook Rd.",300s Sandy Creek Dr.,200s Sandy Creek Dr.,81,71,74,50,75,67,54,47,30,44,67,58,68,55,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA192952,3800s Beaver Swamp Rd.,GA131488,GA281471,GA034414,GA019003,33.880328,-83.87421,1300s Lake End Ct.,1200s Lake End Ct.,3700s Beaver Swamp Rd.,3700s Lake End Dr.,82,76,100,65,72,82,53,71,49,46,73,53,86,65,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA193437,200s Atha St.,GA040167,GA082150,GA238353,GA035320,33.776869,-83.701775,1200s S Madison Ave.,1300s S Madison Ave.,300s Pannell Rd.,1400s S Broad St.,33,76,64,50,34,22,59,42,25,19,30,61,52,50,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA199064,200s Tara Commons Walk,GA049483,GA101238,GA050619,GA178282,33.820349,-83.875463,100s Tara Commons Dr.,300s Tara Commons Cir.,200s Melanie Ln.,200s Tara Commons Dr.,61,48,54,88,64,30,39,27,77,29,48,52,62,77,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA204395,4900s Watson Mill Ct.,GA074618,GA180963,GA122709,GA075630,33.860639,-83.884056,4000s Dean Grove Way,4100s Dean Grove Way,3300s Holly Stand Ct.,3200s Holly Stand Ct.,56,45,67,77,82,50,36,25,65,62,81,41,42,73,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA207225,200s Overlook Rd.,GA021089,GA073182,GA107964,GA053848,33.74718,-83.838915,"0-100, Cowpen St.",100s Cowpen St.,"0-100, Enclave Blvd.",100s Overlook Rd.,62,56,42,78,69,38,44,25,67,54,38,69,25,56,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA213872,900s W Hightower Trl.,GA186353,GA070624,GA142633,GA141843,33.668309,-83.728282,500s Lindsey Way,100s Windsong Dr.,200s Windsong Cir.,200s Windsong Dr.,50,69,90,80,60,42,40,80,44,20,33,60,80,48,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA215115,300s Tall Oaks Dr.,GA131949,GA011758,GA019760,GA140468,33.79226,-83.695013,1100s Davis St.,400s Tall Oaks W,700s Dorothy Dr.,1000s E Church St.,55,50,25,33,53,45,38,15,0,47,64,50,20,17,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA216195,300s Greighmoor Ct.,GA153020,GA240948,GA253573,GA087485,33.871662,-83.940268,400s Greighmoor Ct.,3000s Button Cir.,3300s Westgate Park Dr.,500s Hope Hollow Rd.,45,62,80,57,42,30,23,40,43,17,45,31,20,57,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA219972,1400s Waterford Ct.,GA044076,GA114207,GA014451,GA035593,33.847244,-83.868263,1800s Brookeshade Ct.,1200s Waterford Dr.,4300s Coastal Ln.,1600s Windward Ct.,69,63,42,78,81,55,33,27,61,48,60,59,45,78,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA221083,600s Lake Vista Ct.,GA026246,GA116763,GA183410,GA075144,33.851219,-83.881734,500s Cash Cir.,400s Levon Ct.,300s Vaughn Pl.,700s Cyprus Ave.,75,67,49,57,55,58,13,27,29,56,67,27,37,57,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA221506,400s H D Atha Rd.,GA083013,GA095808,GA166957,GA111607,33.801882,-83.789813,1200s Shadwell Ln.,1400s Virginia Way,500s H D Atha Rd.,300s H D Atha Rd.,78,89,84,56,79,56,89,68,56,43,81,100,63,44,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA221542,400s Wall St.,GA063547,GA014139,GA131949,GA204301,33.790912,-83.69696,1000s Davis St.,1000s New Lacy St.,1100s Davis St.,1100s New Lacy St.,58,63,31,50,0,50,37,0,38,0,67,56,38,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA223400,500s Launius Ave.,GA064811,GA121083,GA141015,GA286714,33.80312,-83.720129,100s G W Carver Dr.,500s Carver Pl.,100s Perry St.,100s Carver Dr.,69,30,62,28,20,69,11,36,24,20,69,23,50,32,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA224673,100s Helen Dr. NW,GA109971,GA022767,GA214552,GA025931,33.822724,-83.729778,1300s Waverly Way,1400s Jefferson Dr.,100s Eugene Dr.,100s Parker Dr.,79,64,65,73,60,84,64,54,53,44,74,55,69,67,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA226594,1300s Peters Cemetary Rd.,GA284772,GA158841,GA226588,GA204398,33.774731,-83.652127,1400s Peters Cemetary Rd.,700s Klossner Ct.,1200s Peters Cemetary Rd.,1400s Old Monroe Madison Hwy.,58,42,43,53,75,50,42,43,47,75,75,42,29,53,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA228619,1600s Old Athens Hwy.,GA148087,GA065533,GA264471,GA200158,33.833922,-83.680676,1700s Old Athens Hwy.,1500s Old Athens Hwy.,800s Edmondson Rd.,1700s Mountain Creek Church Rd.,38,60,65,88,43,15,80,60,50,29,31,60,67,62,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA232982,700s Hickory Ln.,GA007962,GA186259,GA223697,GA165252,33.848562,-83.899283,900s Yancey Ct.,4100s Lawrenceville Rd.,300s Winder Hwy.,200s Line St.,68,66,83,64,60,47,46,67,21,40,68,57,50,64,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA234156,500s Harris St.,GA121496,GA114191,GA107493,GA092198,33.789197,-83.700351,400s Harris St.,400s Ash St.,600s Harris St.,800s Davis St.,70,56,60,43,30,20,56,47,21,20,20,33,57,43,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA248728,900s Rosewood Ln.,GA038871,GA275815,GA200411,GA236900,33.824882,-83.702686,1200s Meadow View Dr.,1100s Meadow Walk Dr.,900s Creekside Way,1000s Meadow Walk Dr.,76,29,73,63,62,29,21,73,37,23,12,29,73,53,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA254351,900s Paige Ct.,GA166301,GA122246,GA047669,GA003744,33.641972,-83.724312,100s Marco Est.,1200s Wildwood Dr.,400s Colette Ln.,800s S Cherokee Rd.,72,50,62,75,92,61,50,48,75,62,67,50,48,88,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA258013,200s Sandy Creek Dr.,GA040637,GA062554,GA021089,GA159018,33.745406,-83.838851,300s Sandy Creek Dr.,600s Overlook Rd.,"0-100, Cowpen St.","0-100, Harrow Ct.",75,50,58,56,71,44,30,42,44,54,62,55,54,69,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
GA261821,600s Ralph Still Rd.,GA057970,GA186691,GA109930,GA256621,33.908274,-83.822393,700s Ralph Still Rd.,500s Ralph Still Rd.,"0-100, Creek View Ln.",3400s Shoals Ridge Dr.,69,64,78,76,0,62,36,78,53,0,69,57,89,71,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,Walton County,GA
